UserID,MovieID,Title,Title_1,Year,Sum of Total Views,Language,Country - Movie,Country - User,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Sum of Rating,Count of RatingID,Year,Quarter,Month,Day,Age,Device,Gender,SubscriptionStatus,TotalWatchTime
SF_2405,2804,A Christmas Story(1983),A Christmas Stor,1983,5658,Italian,France,Canada,Comedy,Drama,"","","","",2.8,1,2024,Qtr 3,July,12,31,Smart TV,M,Free,32
SF_4787,2804,A Christmas Story(1983),A Christmas Stor,1983,5658,Italian,France,Canada,Comedy,Drama,"","","","",1.4,1,2024,Qtr 2,May,7,23,Smart TV,M,Free,196
SF_190,2433,A Civil Action(1998),A Civil Actio,1998,24442,German,Canada,France,Drama,"","","","","",1.8,1,2023,Qtr 4,December,30,55,Smart TV,M,Free,288
SF_959,2433,A Civil Action(1998),A Civil Actio,1998,24442,German,Canada,France,Drama,"","","","","",4.3,1,2023,Qtr 4,December,26,16,Smart TV,M,Subscriber,343
SF_3489,1206,A Clockwork Orange(1971),A Clockwork Orang,1971,54685,English,Italy,France,Sci-Fi,"","","","","",2.6,1,2024,Qtr 4,November,16,34,Smart TV,M,Free,71
SF_4889,1206,A Clockwork Orange(1971),A Clockwork Orang,1971,54685,English,Italy,India,Sci-Fi,"","","","","",4.7,1,2024,Qtr 3,August,2,36,Smart TV,M,Subscriber,477
SF_1222,745,A Close Shave(1995),A Close Shav,1995,45684,Spanish,France,UK,Animation,Comedy,Thriller,"","","",1.1,1,2024,Qtr 1,February,11,27,Desktop,M,Subscriber,39
SF_1756,745,A Close Shave(1995),A Close Shav,1995,45684,Spanish,France,USA,Animation,Comedy,Thriller,"","","",1.9,1,2024,Qtr 1,February,26,26,Desktop,F,Subscriber,245
SF_1756,745,A Close Shave(1995),A Close Shav,1995,45684,Spanish,France,USA,Animation,Comedy,Thriller,"","","",4.3,1,2024,Qtr 2,April,15,26,Desktop,F,Subscriber,245
SF_4927,745,A Close Shave(1995),A Close Shav,1995,45684,Spanish,France,Canada,Animation,Comedy,Thriller,"","","",1.7,1,2024,Qtr 3,September,7,59,Mobile,M,Subscriber,466
SF_103,1807,A Cool Dry Place(1998),A Cool Dry Plac,1998,68510,German,UK,France,Drama,"","","","","",3.4,1,2024,Qtr 2,April,18,48,Desktop,M,Subscriber,500
SF_3449,1807,A Cool Dry Place(1998),A Cool Dry Plac,1998,68510,German,UK,USA,Drama,"","","","","",3.6,1,2024,Qtr 2,June,2,46,Mobile,M,Free,143
SF_3672,1807,A Cool Dry Place(1998),A Cool Dry Plac,1998,68510,German,UK,India,Drama,"","","","","",3.6,1,2024,Qtr 4,December,12,34,Tablet,M,Subscriber,366
SF_4066,1807,A Cool Dry Place(1998),A Cool Dry Plac,1998,68510,German,UK,Canada,Drama,"","","","","",1.2,1,2024,Qtr 4,November,5,9,Mobile,M,Free,192
SF_134,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,Italy,Comedy,Romance,"","","","",3.2,1,2024,Qtr 3,September,23,50,Mobile,M,Subscriber,135
SF_1453,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,Italy,Comedy,Romance,"","","","",2.4,1,2024,Qtr 1,February,17,61,Tablet,M,Free,304
SF_2160,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,UK,Comedy,Romance,"","","","",5,1,2024,Qtr 1,February,16,64,Mobile,F,Free,490
SF_237,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,Canada,Comedy,Romance,"","","","",4,1,2024,Qtr 2,April,12,64,Desktop,M,Subscriber,471
SF_2616,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,France,Comedy,Romance,"","","","",2.1,1,2024,Qtr 3,July,25,37,Desktop,M,Subscriber,243
SF_829,3874,A Couch in New York(1996),A Couch in New Yor,1996,37414,French,Italy,India,Comedy,Romance,"","","","",1.9,1,2024,Qtr 4,November,1,45,Smart TV,M,Subscriber,351
SF_2435,3211,A Cry in the Dark(1988),A Cry in the Dar,1988,7121,English,Canada,Canada,Drama,"","","","","",3.9,1,2024,Qtr 1,January,30,35,Smart TV,M,Subscriber,443
SF_1708,1067,A Damsel in Distress(1937),A Damsel in Distres,1937,113454,German,Italy,India,Comedy,Musical,Romance,"","","",1.5,1,2024,Qtr 4,December,12,12,Smart TV,M,Free,102
SF_315,1067,A Damsel in Distress(1937),A Damsel in Distres,1937,113454,German,Italy,Canada,Comedy,Musical,Romance,"","","",1.2,1,2024,Qtr 2,June,23,15,Tablet,F,Free,227
SF_4764,1067,A Damsel in Distress(1937),A Damsel in Distres,1937,113454,German,Italy,Italy,Comedy,Musical,Romance,"","","",4.9,1,2024,Qtr 3,July,6,42,Smart TV,M,Free,165
SF_5533,1067,A Damsel in Distress(1937),A Damsel in Distres,1937,113454,German,Italy,France,Comedy,Musical,Romance,"","","",4.8,1,2024,Qtr 2,May,7,21,Desktop,F,Free,408
SF_1641,3309,A Dog's Life(1920),A Dog's Lif,1920,97259,English,Italy,USA,Comedy,"","","","","",1.4,1,2024,Qtr 4,October,21,30,Smart TV,M,Free,147
SF_3401,3309,A Dog's Life(1920),A Dog's Lif,1920,97259,English,Italy,Canada,Comedy,"","","","","",3.7,1,2024,Qtr 3,August,14,58,Desktop,M,Subscriber,53
SF_733,3309,A Dog's Life(1920),A Dog's Lif,1920,97259,English,Italy,USA,Comedy,"","","","","",4.3,1,2023,Qtr 4,December,29,48,Desktop,M,Free,381
SF_527,3038,A Face in the Crowd(1957),A Face in the Crow,1957,28974,Italian,Italy,India,Drama,"","","","","",2.8,1,2024,Qtr 3,September,25,53,Smart TV,F,Subscriber,452
SF_5398,3038,A Face in the Crowd(1957),A Face in the Crow,1957,28974,Italian,Italy,France,Drama,"","","","","",3.7,1,2024,Qtr 4,October,17,43,Tablet,M,Subscriber,427
SF_1158,635,A Family Thing(1996),A Family Thin,1996,28642,English,Italy,France,Comedy,Drama,"","","","",1.6,1,2024,Qtr 3,August,14,24,Desktop,F,Subscriber,412
SF_5221,635,A Family Thing(1996),A Family Thin,1996,28642,English,Italy,India,Comedy,Drama,"","","","",4.9,1,2024,Qtr 3,July,24,10,Desktop,F,Subscriber,205
SF_3335,2045,A Far Off Place(1993),A Far Off Plac,1993,247872,Spanish,USA,UK,Adventure,Children's,Drama,Romance,"","",3.3,1,2024,Qtr 1,March,29,48,Desktop,M,Subscriber,183
SF_676,2045,A Far Off Place(1993),A Far Off Plac,1993,247872,Spanish,USA,France,Adventure,Children's,Drama,Romance,"","",1.1,1,2024,Qtr 4,October,11,45,Tablet,M,Subscriber,92
SF_2525,976,A Farewell to Arms(1932),A Farewell to Arm,1932,175586,Spanish,Canada,India,Romance,War,"","","","",5,1,2024,Qtr 3,August,29,57,Tablet,F,Subscriber,432
SF_4678,976,A Farewell to Arms(1932),A Farewell to Arm,1932,175586,Spanish,Canada,India,Romance,War,"","","","",1.4,1,2024,Qtr 4,November,11,48,Smart TV,M,Subscriber,363
SF_3181,2268,A Few Good Men(1992),A Few Good Me,1992,95542,Italian,USA,Canada,Crime,Drama,"","","","",2.3,1,2024,Qtr 4,October,20,61,Smart TV,M,Subscriber,84
SF_484,2268,A Few Good Men(1992),A Few Good Me,1992,95542,Italian,USA,USA,Crime,Drama,"","","","",1.5,1,2024,Qtr 2,April,20,37,Smart TV,F,Subscriber,134
SF_5799,2268,A Few Good Men(1992),A Few Good Me,1992,95542,Italian,USA,France,Crime,Drama,"","","","",1.5,1,2024,Qtr 1,January,12,17,Mobile,M,Free,476
SF_3792,1079,A Fish Called Wanda(1988),A Fish Called Wand,1988,21192,Spanish,Italy,Italy,Comedy,"","","","","",2.9,1,2024,Qtr 3,July,27,38,Desktop,M,Subscriber,328
SF_5415,1079,A Fish Called Wanda(1988),A Fish Called Wand,1988,21192,Spanish,Italy,UK,Comedy,"","","","","",2,1,2024,Qtr 1,February,23,16,Mobile,F,Subscriber,185
SF_170,2951,A Fistful of Dollars(1964),A Fistful of Dollar,1964,158954,English,Italy,Canada,Action,Western,"","","","",1.1,1,2024,Qtr 4,October,10,50,Mobile,M,Subscriber,444
SF_4783,2951,A Fistful of Dollars(1964),A Fistful of Dollar,1964,158954,English,Italy,USA,Action,Western,"","","","",4.8,1,2024,Qtr 2,April,19,20,Tablet,M,Subscriber,334
SF_1448,1871,A Friend of the Deceased(1997),A Friend of the Decease,1997,66458,French,France,Italy,Comedy,Drama,"","","","",2.2,1,2024,Qtr 1,January,7,20,Smart TV,F,Free,425
SF_2059,1871,A Friend of the Deceased(1997),A Friend of the Decease,1997,66458,French,France,Italy,Comedy,Drama,"","","","",3.1,1,2024,Qtr 4,December,6,48,Smart TV,M,Subscriber,179
SF_3334,1871,A Friend of the Deceased(1997),A Friend of the Decease,1997,66458,French,France,Italy,Comedy,Drama,"","","","",2.1,1,2023,Qtr 4,December,16,45,Mobile,M,Subscriber,82
SF_3969,1871,A Friend of the Deceased(1997),A Friend of the Decease,1997,66458,French,France,India,Comedy,Drama,"","","","",2.3,1,2024,Qtr 1,February,13,17,Tablet,M,Subscriber,425
SF_4159,1871,A Friend of the Deceased(1997),A Friend of the Decease,1997,66458,French,France,France,Comedy,Drama,"","","","",2.4,1,2024,Qtr 4,November,15,39,Smart TV,F,Free,225
SF_2165,462,A Good Man in Africa(1994),A Good Man in Afric,1994,52816,Italian,UK,USA,Action,Adventure,"","","","",2.8,1,2024,Qtr 1,March,20,23,Desktop,M,Subscriber,208
SF_226,462,A Good Man in Africa(1994),A Good Man in Afric,1994,52816,Italian,UK,Canada,Action,Adventure,"","","","",4.4,1,2024,Qtr 2,June,5,55,Smart TV,M,Subscriber,403
SF_380,239,A Goofy Movie(1995),A Goofy Movi,1995,143248,English,Canada,Canada,Animation,Children's,Comedy,Romance,"","",3.5,1,2024,Qtr 3,September,26,13,Tablet,M,Subscriber,466
SF_1557,1223,A Grand Day Out(1992),A Grand Day Ou,1992,80942,French,France,India,Animation,Comedy,"","","","",5,1,2024,Qtr 4,December,4,23,Tablet,F,Free,333
SF_2862,1223,A Grand Day Out(1992),A Grand Day Ou,1992,80942,French,France,UK,Animation,Comedy,"","","","",3.1,1,2024,Qtr 1,March,16,47,Desktop,M,Subscriber,226
SF_4095,1223,A Grand Day Out(1992),A Grand Day Ou,1992,80942,French,France,Canada,Animation,Comedy,"","","","",3.3,1,2024,Qtr 2,May,28,37,Tablet,M,Free,364
SF_4413,1223,A Grand Day Out(1992),A Grand Day Ou,1992,80942,French,France,France,Animation,Comedy,"","","","",1.9,1,2024,Qtr 3,July,14,55,Desktop,M,Subscriber,261
SF_5155,1223,A Grand Day Out(1992),A Grand Day Ou,1992,80942,French,France,France,Animation,Comedy,"","","","",4,1,2024,Qtr 2,April,29,62,Mobile,M,Subscriber,251
SF_2432,602,A Great Day in Harlem(1994),A Great Day in Harle,1994,44093,English,Canada,UK,Documentary,"","","","","",2.9,1,2024,Qtr 1,January,27,17,Mobile,M,Subscriber,101
SF_888,602,A Great Day in Harlem(1994),A Great Day in Harle,1994,44093,English,Canada,France,Documentary,"","","","","",1.9,1,2024,Qtr 3,September,22,18,Mobile,F,Subscriber,429
SF_4902,2863,A Hard Day's Night(1964),A Hard Day's Nigh,1964,113624,English,Canada,UK,Comedy,Musical,"","","","",4.2,1,2024,Qtr 3,July,24,54,Smart TV,M,Free,155
SF_5528,2863,A Hard Day's Night(1964),A Hard Day's Nigh,1964,113624,English,Canada,India,Comedy,Musical,"","","","",3.7,1,2024,Qtr 3,July,8,25,Tablet,M,Free,142
SF_5579,2863,A Hard Day's Night(1964),A Hard Day's Nigh,1964,113624,English,Canada,Canada,Comedy,Musical,"","","","",4.3,1,2024,Qtr 2,April,7,19,Mobile,F,Subscriber,239
SF_5920,2863,A Hard Day's Night(1964),A Hard Day's Nigh,1964,113624,English,Canada,Canada,Comedy,Musical,"","","","",4.7,1,2023,Qtr 4,December,23,30,Smart TV,F,Free,442
SF_2153,792,A Hungarian Fairy Tale(1987),A Hungarian Fairy Tal,1987,48711,Spanish,Italy,Italy,Fantasy,"","","","","",3,1,2024,Qtr 1,January,2,14,Desktop,M,Subscriber,85
SF_2309,792,A Hungarian Fairy Tale(1987),A Hungarian Fairy Tal,1987,48711,Spanish,Italy,India,Fantasy,"","","","","",3.1,1,2024,Qtr 2,May,2,53,Smart TV,F,Free,98
SF_1126,3640,A King in New York(1957),A King in New Yor,1957,23044,German,Canada,Italy,Comedy,Drama,"","","","",1,1,2024,Qtr 2,May,6,61,Smart TV,M,Subscriber,356
SF_988,3255,A League of Their Own(1992),A League of Their Ow,1992,72068,French,Canada,Canada,Comedy,Drama,"","","","",2.2,1,2024,Qtr 3,August,23,17,Desktop,M,Subscriber,265
