MovieID,Title,Title,Year,Genre 1,Genre 2,Genre 3,Genre 4,Genre 5,Genre 6,Language,Country,Total Views,,,,,,,,,
56,Kids of the Round Table (1995),Kids of the Round Table,1995,Adventure,Children's,Fantasy,,,,French,Canada,12661,,,,,,,,,
57,Home for the Holidays (1995),Home for the Holidays,1995,Drama,,,,,,Spanish,Canada,17251,,,,,,,,,
58,"Postino, Il (The Postman) (1994)","Postino, Il (The Postman)",1994,Drama,Romance,,,,,German,France,3466,,,,,,,,,
59,The Confessional(Le Confessionnal) (1995),The Confessional(Le Confessionnal),1995,Drama,Mystery,,,,,French,UK,75571,,,,,,,,,
60,The Indian in the Cupboard(1995),The Indian in the Cupboar,1995,Adventure,Children's,Fantasy,,,,English,France,33177,,,,,,,,,
61,Eye for an Eye (1996),Eye for an Eye,1996,Drama,Thriller,,,,,German,Canada,82291,,,,,,,,,
62,Mr. Holland's Opus (1995),Mr. Holland's Opus,1995,Drama,,,,,,French,France,44033,,,,,,,,,
63,Don't Be a Menace to South Central While Drinking Your Juice in the Hood (1996),Don't Be a Menace to South Central While Drinking Your Juice in the Hood,1996,Comedy,,,,,,Italian,UK,5798,,,,,,,,,
64,Two if by Sea (1996),Two if by Sea,1996,Comedy,Romance,,,,,French,UK,71031,,,,,,,,,
65,Bio-Dome (1996),Bio-Dome,1996,Comedy,,,,,,Spanish,USA,39634,,,,,,,,,
66,Lawnmower Man 2: Beyond Cyberspace (1996),Lawnmower Man 2: Beyond Cyberspace,1996,Sci-Fi,Thriller,,,,,German,Italy,79659,,,,,,,,,
67,Two Bits (1995),Two Bits,1995,Drama,,,,,,Spanish,USA,64963,,,,,,,,,
68,French Twist (Gazon maudit) (1995),French Twist (Gazon maudit),1995,Comedy,Romance,,,,,French,USA,22424,,,,,,,,,
69,Friday (1995),Friday,1995,Comedy,,,,,,Spanish,India,57490,,,,,,,,,
70,From Dusk Till Dawn (1996),From Dusk Till Dawn,1996,Action,Comedy,Crime,Horror,Thriller,,French,UK,31523,,,,,,,,,
71,Fair Game (1995),Fair Game,1995,Action,,,,,,Italian,France,3878,,,,,,,,,
72,Kicking and Screaming (1995),Kicking and Screaming,1995,Comedy,Drama,,,,,Spanish,UK,89414,,,,,,,,,
73,"Mis̩rables, Les (1995)","Mis̩rables, Les",1995,Drama,Musical,,,,,Spanish,USA,60469,,,,,,,,,
74,Bed of Roses (1996),Bed of Roses,1996,Drama,Romance,,,,,Spanish,USA,47208,,,,,,,,,
75,Big Bully (1996),Big Bully,1996,Comedy,Drama,,,,,German,Canada,72712,,,,,,,,,
76,Screamers (1995),Screamers,1995,Sci-Fi,Thriller,,,,,English,France,87717,,,,,,,,,
77,Nico Icon (1995),Nico Icon,1995,Documentary,,,,,,English,USA,25310,,,,,,,,,
78,The Crossing Guard(1995),The Crossing Guar,1995,Drama,,,,,,German,USA,29119,,,,,,,,,
79,The Juror(1996),The Juro,1996,Drama,Thriller,,,,,Italian,Italy,62017,,,,,,,,,
80,The White Balloon(Badkonake Sefid ) (1995),The White Balloon(Badkonake Sefid ),1995,Drama,,,,,,Italian,Italy,26286,,,,,,,,,
81,Things to Do in Denver when You're Dead (1995),Things to Do in Denver when You're Dead,1995,Crime,Drama,Romance,,,,Italian,India,64321,,,,,,,,,
82,Antonia's Line (Antonia) (1995),Antonia's Line (Antonia),1995,Drama,,,,,,English,Canada,4373,,,,,,,,,
83,Once Upon a Time... When We Were Colored (1995),Once Upon a Time... When We Were Colored,1995,Drama,,,,,,English,USA,58713,,,,,,,,,
84,Last Summer in the Hamptons (1995),Last Summer in the Hamptons,1995,Comedy,Drama,,,,,German,Canada,38384,,,,,,,,,
85,Angels and Insects (1995),Angels and Insects,1995,Drama,Romance,,,,,Italian,USA,73246,,,,,,,,,
86,White Squall (1996),White Squall,1996,Adventure,Drama,,,,,Italian,France,17692,,,,,,,,,
87,Dunston Checks In (1996),Dunston Checks In,1996,Children's,Comedy,,,,,Italian,Canada,25583,,,,,,,,,
88,Black Sheep (1996),Black Sheep,1996,Comedy,,,,,,English,France,96230,,,,,,,,,
89,Nick of Time (1995),Nick of Time,1995,Action,Thriller,,,,,English,UK,85159,,,,,,,,,
90,The Journey of August King(1995),The Journey of August Kin,1995,Drama,,,,,,Italian,Italy,82407,,,,,,,,,
92,Mary Reilly (1996),Mary Reilly,1996,Drama,Thriller,,,,,Italian,USA,33125,,,,,,,,,
93,Vampire in Brooklyn (1995),Vampire in Brooklyn,1995,Comedy,Romance,,,,,Spanish,Italy,60342,,,,,,,,,
94,Beautiful Girls (1996),Beautiful Girls,1996,Drama,,,,,,English,UK,69599,,,,,,,,,
95,Broken Arrow (1996),Broken Arrow,1996,Action,Thriller,,,,,German,Canada,23271,,,,,,,,,
96,In the Bleak Midwinter (1995),In the Bleak Midwinter,1995,Comedy,,,,,,English,USA,9483,,,,,,,,,
97,"Hate (Haine, La) (1995)","Hate (Haine, La)",1995,Drama,,,,,,French,India,88043,,,,,,,,,
98,Shopping (1994),Shopping,1994,Action,Thriller,,,,,Italian,Italy,57302,,,,,,,,,
99,Heidi Fleiss: Hollywood Madam (1995),Heidi Fleiss: Hollywood Madam,1995,Documentary,,,,,,Italian,Canada,25024,,,,,,,,,
100,City Hall (1996),City Hall,1996,Drama,Thriller,,,,,Italian,UK,23783,,,,,,,,,
101,Bottle Rocket (1996),Bottle Rocket,1996,Comedy,,,,,,English,Italy,59763,,,,,,,,,
102,Mr. Wrong (1996),Mr. Wrong,1996,Comedy,,,,,,French,Italy,92015,,,,,,,,,
103,Unforgettable (1996),Unforgettable,1996,Thriller,,,,,,German,Canada,43078,,,,,,,,,
104,Happy Gilmore (1996),Happy Gilmore,1996,Comedy,,,,,,German,India,2602,,,,,,,,,
105,The Bridges of Madison County(1995),The Bridges of Madison Count,1995,Drama,Romance,,,,,Spanish,India,93429,,,,,,,,,
106,Nobody Loves Me (Keiner liebt mich) (1994),Nobody Loves Me (Keiner liebt mich),1994,Comedy,Drama,,,,,French,USA,86236,,,,,,,,,
107,Muppet Treasure Island (1996),Muppet Treasure Island,1996,Adventure,Children's,Comedy,Musical,,,French,Italy,74030,,,,,,,,,
108,Catwalk (1995),Catwalk,1995,Documentary,,,,,,German,India,22527,,,,,,,,,
109,Headless Body in Topless Bar (1995),Headless Body in Topless Bar,1995,Comedy,,,,,,German,Italy,59714,,,,,,,,,
110,Braveheart (1995),Braveheart,1995,Action,Drama,War,,,,Italian,UK,6573,,,,,,,,,
111,Taxi Driver (1976),Taxi Driver,1976,Drama,Thriller,,,,,Spanish,India,91445,,,,,,,,,
112,Rumble in the Bronx (1995),Rumble in the Bronx,1995,Action,Adventure,Crime,,,,English,India,30625,,,,,,,,,
113,Before and After (1996),Before and After,1996,Drama,Mystery,,,,,German,Canada,92556,,,,,,,,,
114,Margaret's Museum (1995),Margaret's Museum,1995,Drama,,,,,,German,Italy,92562,,,,,,,,,
115,Happiness Is in the Field (1995),Happiness Is in the Field,1995,Comedy,,,,,,French,Canada,48416,,,,,,,,,
116,Anne Frank Remembered (1995),Anne Frank Remembered,1995,Documentary,,,,,,Spanish,India,66807,,,,,,,,,
117,The Young Poisoner's Handbook(1995),The Young Poisoner's Handboo,1995,Crime,,,,,,German,Canada,3446,,,,,,,,,
118,If Lucy Fell (1996),If Lucy Fell,1996,Comedy,Romance,,,,,German,India,21108,,,,,,,,,
119,"Steal Big, Steal Little (1995)","Steal Big, Steal Little",1995,Comedy,,,,,,Spanish,UK,98849,,,,,,,,,
120,Race the Sun (1996),Race the Sun,1996,Drama,,,,,,English,India,31897,,,,,,,,,
121,The Boys of St. Vincent(1993),The Boys of St. Vincen,1993,Drama,,,,,,Spanish,Canada,45843,,,,,,,,,
122,Boomerang (1992),Boomerang,1992,Comedy,Romance,,,,,Spanish,India,58203,,,,,,,,,
123,Chungking Express (1994),Chungking Express,1994,Drama,Mystery,Romance,,,,German,USA,55370,,,,,,,,,
124,"The Star Maker(Uomo delle stelle, L') (1995)","The Star Maker(Uomo delle stelle, L')",1995,Drama,,,,,,English,USA,77201,,,,,,,,,
125,Flirting With Disaster (1996),Flirting With Disaster,1996,Comedy,,,,,,Spanish,France,96627,,,,,,,,,
126,The NeverEnding Story III(1994),The NeverEnding Story II,1994,Adventure,Children's,Fantasy,,,,Spanish,France,47617,,,,,,,,,
127,The Silence of the Palace(Saimt el Qusur) (1994),The Silence of the Palace(Saimt el Qusur),1994,Drama,,,,,,Italian,USA,72789,,,,,,,,,
128,Jupiter's Wife (1994),Jupiter's Wife,1994,Documentary,,,,,,English,France,16764,,,,,,,,,
129,Pie in the Sky (1995),Pie in the Sky,1995,Comedy,Romance,,,,,English,India,28538,,,,,,,,,
130,Angela (1995),Angela,1995,Drama,,,,,,French,UK,11996,,,,,,,,,
131,Frankie Starlight (1995),Frankie Starlight,1995,Drama,Romance,,,,,English,USA,83400,,,,,,,,,
132,Jade (1995),Jade,1995,Thriller,,,,,,French,Italy,37936,,,,,,,,,
133,Nueba Yol (1995),Nueba Yol,1995,Comedy,Drama,,,,,Italian,Canada,95234,,,,,,,,,
134,Sonic Outlaws (1995),Sonic Outlaws,1995,Documentary,,,,,,English,UK,91695,,,,,,,,,
135,Down Periscope (1996),Down Periscope,1996,Comedy,,,,,,French,Canada,52277,,,,,,,,,
136,From the Journals of Jean Seberg (1995),From the Journals of Jean Seberg,1995,Documentary,,,,,,German,UK,62013,,,,,,,,,
137,Man of the Year (1995),Man of the Year,1995,Documentary,,,,,,Spanish,UK,74222,,,,,,,,,
138,The Neon Bible(1995),The Neon Bibl,1995,Drama,,,,,,Spanish,Italy,13075,,,,,,,,,
139,Target (1995),Target,1995,Action,Drama,,,,,English,France,97467,,,,,,,,,
140,Up Close and Personal (1996),Up Close and Personal,1996,Drama,Romance,,,,,Spanish,India,40484,,,,,,,,,
141,The Birdcage(1996),The Birdcag,1996,Comedy,,,,,,French,UK,49504,,,,,,,,,
142,Shadows (Cienie) (1988),Shadows (Cienie),1988,Drama,,,,,,English,France,18264,,,,,,,,,
143,Gospa (1995),Gospa,1995,Drama,,,,,,English,India,82558,,,,,,,,,
144,The Brothers McMullen(1995),The Brothers McMulle,1995,Comedy,,,,,,German,USA,18915,,,,,,,,,
145,Bad Boys (1995),Bad Boys,1995,Action,,,,,,English,Italy,72607,,,,,,,,,
146,The Amazing Panda Adventure(1995),The Amazing Panda Adventur,1995,Adventure,Children's,,,,,English,USA,68033,,,,,,,,,
147,The Basketball Diaries(1995),The Basketball Diarie,1995,Drama,,,,,,Spanish,France,31844,,,,,,,,,
148,An Awfully Big Adventure(1995),An Awfully Big Adventur,1995,Drama,,,,,,Spanish,Canada,35793,,,,,,,,,
149,Amateur (1994),Amateur,1994,Crime,Drama,Thriller,,,,French,USA,8796,,,,,,,,,
150,Apollo 13 (1995),Apollo 13,1995,Drama,,,,,,Italian,USA,33376,,,,,,,,,
151,Rob Roy (1995),Rob Roy,1995,Drama,Romance,War,,,,Italian,UK,40670,,,,,,,,,
152,The Addiction(1995),The Addictio,1995,Horror,,,,,,French,Italy,64261,,,,,,,,,
153,Batman Forever (1995),Batman Forever,1995,Action,Adventure,Comedy,Crime,,,Spanish,USA,23973,,,,,,,,,
154,Belle de jour (1967),Belle de jour,1967,Drama,,,,,,Italian,India,10884,,,,,,,,,
155,Beyond Rangoon (1995),Beyond Rangoon,1995,Drama,War,,,,,Spanish,Italy,87349,,,,,,,,,
156,Blue in the Face (1995),Blue in the Face,1995,Comedy,,,,,,Italian,France,14767,,,,,,,,,
157,Canadian Bacon (1994),Canadian Bacon,1994,Comedy,War,,,,,French,India,51718,,,,,,,,,
158,Casper (1995),Casper,1995,Adventure,Children's,,,,,English,USA,66877,,,,,,,,,
159,Clockers (1995),Clockers,1995,Drama,,,,,,German,India,64558,,,,,,,,,
160,Congo (1995),Congo,1995,Action,Adventure,Mystery,Sci-Fi,,,English,Canada,63132,,,,,,,,,
161,Crimson Tide (1995),Crimson Tide,1995,Drama,Thriller,War,,,,Spanish,Italy,45161,,,,,,,,,
162,Crumb (1994),Crumb,1994,Documentary,,,,,,French,Canada,71978,,,,,,,,,
163,Desperado (1995),Desperado,1995,Action,Romance,Thriller,,,,Italian,France,68799,,,,,,,,,
164,Devil in a Blue Dress (1995),Devil in a Blue Dress,1995,Crime,Film-Noir,Mystery,Thriller,,,Italian,France,29235,,,,,,,,,
165,Die Hard: With a Vengeance (1995),Die Hard: With a Vengeance,1995,Action,Thriller,,,,,English,Canada,88265,,,,,,,,,
166,The Doom Generation(1995),The Doom Generatio,1995,Comedy,Drama,,,,,Italian,USA,97949,,,,,,,,,
167,Feast of July (1995),Feast of July,1995,Drama,,,,,,Spanish,UK,31179,,,,,,,,,
168,First Knight (1995),First Knight,1995,Action,Adventure,Drama,Romance,,,Italian,Italy,67689,,,,,,,,,
169,Free Willy 2: The Adventure Home (1995),Free Willy 2: The Adventure Home,1995,Adventure,Children's,Drama,,,,German,USA,88892,,,,,,,,,
170,Hackers (1995),Hackers,1995,Action,Crime,Thriller,,,,German,India,23560,,,,,,,,,
171,Jeffrey (1995),Jeffrey,1995,Comedy,,,,,,French,Canada,98725,,,,,,,,,
172,Johnny Mnemonic (1995),Johnny Mnemonic,1995,Action,Sci-Fi,Thriller,,,,German,France,31896,,,,,,,,,
173,Judge Dredd (1995),Judge Dredd,1995,Action,Adventure,Sci-Fi,,,,Spanish,USA,58497,,,,,,,,,
174,Jury Duty (1995),Jury Duty,1995,Comedy,,,,,,German,Italy,11046,,,,,,,,,
175,Kids (1995),Kids,1995,Drama,,,,,,Italian,India,29709,,,,,,,,,
176,Living in Oblivion (1995),Living in Oblivion,1995,Comedy,,,,,,English,Italy,94076,,,,,,,,,
177,Lord of Illusions (1995),Lord of Illusions,1995,Horror,,,,,,Spanish,India,14231,,,,,,,,,
178,Love & Human Remains (1993),Love & Human Remains,1993,Comedy,,,,,,Italian,Italy,78513,,,,,,,,,
179,Mad Love (1995),Mad Love,1995,Drama,Romance,,,,,French,UK,72933,,,,,,,,,
180,Mallrats (1995),Mallrats,1995,Comedy,,,,,,Spanish,Italy,88028,,,,,,,,,
181,Mighty Morphin Power Rangers: The Movie (1995),Mighty Morphin Power Rangers: The Movie,1995,Action,Children's,,,,,French,USA,83712,,,,,,,,,
182,Moonlight and Valentino (1995),Moonlight and Valentino,1995,Drama,Romance,,,,,Italian,France,1740,,,,,,,,,
183,Mute Witness (1994),Mute Witness,1994,Thriller,,,,,,English,USA,46855,,,,,,,,,
184,Nadja (1994),Nadja,1994,Drama,,,,,,English,France,22747,,,,,,,,,
185,The Net(1995),The Ne,1995,Sci-Fi,Thriller,,,,,German,Canada,23169,,,,,,,,,
186,Nine Months (1995),Nine Months,1995,Comedy,,,,,,German,USA,59963,,,,,,,,,
187,Party Girl (1995),Party Girl,1995,Comedy,,,,,,German,India,59835,,,,,,,,,
188,The Prophecy(1995),The Prophec,1995,Horror,,,,,,German,Canada,63522,,,,,,,,,
189,Reckless (1995),Reckless,1995,Comedy,,,,,,French,Canada,71202,,,,,,,,,
190,Safe (1995),Safe,1995,Thriller,,,,,,German,UK,92196,,,,,,,,,
191,The Scarlet Letter(1995),The Scarlet Lette,1995,Drama,,,,,,Italian,Canada,13392,,,,,,,,,
192,The Show(1995),The Sho,1995,Documentary,,,,,,Italian,USA,61985,,,,,,,,,
193,Showgirls (1995),Showgirls,1995,Drama,,,,,,English,Italy,57941,,,,,,,,,
194,Smoke (1995),Smoke,1995,Drama,,,,,,Italian,France,95316,,,,,,,,,
195,Something to Talk About (1995),Something to Talk About,1995,Comedy,Drama,Romance,,,,Italian,Italy,53283,,,,,,,,,
196,Species (1995),Species,1995,Horror,Sci-Fi,,,,,English,Italy,16152,,,,,,,,,
197,The Stars Fell on Henrietta(1995),The Stars Fell on Henriett,1995,Drama,,,,,,German,Italy,99939,,,,,,,,,
198,Strange Days (1995),Strange Days,1995,Action,Crime,Sci-Fi,,,,Spanish,France,79748,,,,,,,,,
199,"The Umbrellas of Cherbourg(Parapluies de Cherbourg, Les) (1964)","The Umbrellas of Cherbourg(Parapluies de Cherbourg, Les)",1964,Drama,Musical,,,,,English,UK,64286,,,,,,,,,
200,The Tie That Binds(1995),The Tie That Bind,1995,Thriller,,,,,,French,Canada,64644,,,,,,,,,
201,Three Wishes (1995),Three Wishes,1995,Drama,,,,,,German,France,44347,,,,,,,,,
202,Total Eclipse (1995),Total Eclipse,1995,Drama,Romance,,,,,French,France,41331,,,,,,,,,
203,"To Wong Foo, Thanks for Everything! Julie Newmar (1995)","To Wong Foo, Thanks for Everything! Julie Newmar",1995,Comedy,,,,,,French,Canada,72214,,,,,,,,,
204,Under Siege 2: Dark Territory (1995),Under Siege 2: Dark Territory,1995,Action,,,,,,Italian,Italy,81932,,,,,,,,,
205,Unstrung Heroes (1995),Unstrung Heroes,1995,Comedy,Drama,,,,,English,India,87342,,,,,,,,,
206,Unzipped (1995),Unzipped,1995,Documentary,,,,,,German,Canada,27059,,,,,,,,,
207,A Walk in the Clouds(1995),A Walk in the Cloud,1995,Drama,Romance,,,,,Italian,Italy,9593,,,,,,,,,
208,Waterworld (1995),Waterworld,1995,Action,Adventure,,,,,German,Italy,89561,,,,,,,,,
209,White Man's Burden (1995),White Man's Burden,1995,Drama,,,,,,English,USA,24405,,,,,,,,,
210,Wild Bill (1995),Wild Bill,1995,Western,,,,,,German,India,78979,,,,,,,,,
211,The Browning Version(1994),The Browning Versio,1994,Drama,,,,,,German,France,48307,,,,,,,,,
212,Bushwhacked (1995),Bushwhacked,1995,Comedy,,,,,,German,France,21038,,,,,,,,,
213,Burnt By the Sun (Utomlyonnye solntsem) (1994),Burnt By the Sun (Utomlyonnye solntsem),1994,Drama,,,,,,French,USA,95325,,,,,,,,,
214,Before the Rain (Pred dozhdot) (1994),Before the Rain (Pred dozhdot),1994,Drama,,,,,,Spanish,Canada,29659,,,,,,,,,
215,Before Sunrise (1995),Before Sunrise,1995,Drama,Romance,,,,,English,USA,46925,,,,,,,,,
216,Billy Madison (1995),Billy Madison,1995,Comedy,,,,,,German,Italy,16502,,,,,,,,,
217,The Babysitter(1995),The Babysitte,1995,Drama,Thriller,,,,,Italian,UK,34150,,,,,,,,,
218,Boys on the Side (1995),Boys on the Side,1995,Comedy,Drama,,,,,Italian,Canada,56455,,,,,,,,,
219,The Cure(1995),The Cur,1995,Drama,,,,,,Spanish,India,37262,,,,,,,,,
220,Castle Freak (1995),Castle Freak,1995,Horror,,,,,,English,France,84446,,,,,,,,,
222,Circle of Friends (1995),Circle of Friends,1995,Drama,Romance,,,,,Italian,Canada,39286,,,,,,,,,
223,Clerks (1994),Clerks,1994,Comedy,,,,,,French,UK,47752,,,,,,,,,
224,Don Juan DeMarco (1995),Don Juan DeMarco,1995,Comedy,Drama,Romance,,,,German,Canada,75365,,,,,,,,,
225,Disclosure (1994),Disclosure,1994,Drama,Thriller,,,,,German,UK,6444,,,,,,,,,
226,Dream Man (1995),Dream Man,1995,Thriller,,,,,,Spanish,Canada,68126,,,,,,,,,
227,Drop Zone (1994),Drop Zone,1994,Action,,,,,,German,Italy,66427,,,,,,,,,
228,Destiny Turns on the Radio (1995),Destiny Turns on the Radio,1995,Comedy,,,,,,French,Italy,81658,,,,,,,,,
229,Death and the Maiden (1994),Death and the Maiden,1994,Drama,Thriller,,,,,English,France,50942,,,,,,,,,
230,Dolores Claiborne (1994),Dolores Claiborne,1994,Drama,Thriller,,,,,Spanish,France,64789,,,,,,,,,
231,Dumb & Dumber (1994),Dumb & Dumber,1994,Comedy,,,,,,English,India,59321,,,,,,,,,
232,Eat Drink Man Woman (1994),Eat Drink Man Woman,1994,Comedy,Drama,,,,,English,India,41470,,,,,,,,,
233,Exotica (1994),Exotica,1994,Drama,,,,,,German,France,99707,,,,,,,,,
234,Exit to Eden (1994),Exit to Eden,1994,Comedy,,,,,,Spanish,India,4986,,,,,,,,,
235,Ed Wood (1994),Ed Wood,1994,Comedy,Drama,,,,,French,Italy,96646,,,,,,,,,
236,French Kiss (1995),French Kiss,1995,Comedy,Romance,,,,,German,France,36010,,,,,,,,,
237,Forget Paris (1995),Forget Paris,1995,Comedy,Romance,,,,,German,UK,38472,,,,,,,,,
238,Far From Home: The Adventures of Yellow Dog (1995),Far From Home: The Adventures of Yellow Dog,1995,Adventure,Children's,,,,,German,Canada,59607,,,,,,,,,
239,A Goofy Movie(1995),A Goofy Movi,1995,Animation,Children's,Comedy,Romance,,,English,Canada,35812,,,,,,,,,
240,Hideaway (1995),Hideaway,1995,Thriller,,,,,,Spanish,France,55161,,,,,,,,,
241,Fluke (1995),Fluke,1995,Children's,Drama,,,,,German,India,92416,,,,,,,,,
242,Farinelli: il castrato (1994),Farinelli: il castrato,1994,Drama,Musical,,,,,Spanish,UK,31093,,,,,,,,,
243,Gordy (1995),Gordy,1995,Comedy,,,,,,German,Italy,98151,,,,,,,,,
244,Gumby: The Movie (1995),Gumby: The Movie,1995,Animation,Children's,,,,,Italian,Italy,9911,,,,,,,,,
245,The Glass Shield(1994),The Glass Shiel,1994,Crime,Drama,,,,,Spanish,Italy,91986,,,,,,,,,
246,Hoop Dreams (1994),Hoop Dreams,1994,Documentary,,,,,,Spanish,France,98198,,,,,,,,,
247,Heavenly Creatures (1994),Heavenly Creatures,1994,Drama,Fantasy,Romance,Thriller,,,French,Italy,40411,,,,,,,,,
248,Houseguest (1994),Houseguest,1994,Comedy,,,,,,German,Canada,24450,,,,,,,,,
249,Immortal Beloved (1994),Immortal Beloved,1994,Drama,Romance,,,,,French,Italy,87844,,,,,,,,,
250,Heavyweights (1994),Heavyweights,1994,Children's,Comedy,,,,,Italian,France,39801,,,,,,,,,
